label,itensidade,simetria
1,65.29019607843138,55.36862745098039
1,52.64705882352941,7.109803921568627
0,90.43529411764706,51.31372549019608
7,67.26274509803922,49.31764705882353
3,95.24705882352941,74.93333333333334
3,123.80392156862744,46.14901960784314
8,167.05490196078432,97.8313725490196
9,102.03529411764706,64.02745098039216
1,48.411764705882355,24.105882352941176
3,140.0392156862745,99.50588235294117
3,133.25882352941176,62.42745098039216
0,130.26666666666668,90.87058823529412
7,52.745098039215684,41.52156862745098
6,105.14117647058823,75.72156862745098
2,112.8313725490196,53.937254901960785
2,105.55294117647058,73.16078431372549
3,105.08627450980393,65.91764705882353
6,107.68627450980392,62.47843137254902
9,110.52156862745097,48.09803921568628
9,106.01176470588236,56.54509803921569
1,46.85490196078431,26.36078431372549
3,91.31764705882352,65.92941176470588
4,83.7843137254902,61.84705882352941
9,83.70196078431373,50.188235294117646
1,60.101960784313725,13.843137254901961
4,98.90980392156862,67.51372549019608
4,116.05098039215686,59.73725490196078
2,88.34117647058824,57.47843137254902
6,101.17647058823529,65.34117647058824
3,72.32941176470588,39.89019607843137
7,81.23137254901961,52.227450980392156
4,121.6,76.32941176470588
1,49.86274509803921,19.431372549019606
9,102.40392156862745,63.831372549019605
0,145.43529411764706,70.25098039215686
2,45.77647058823529,34.741176470588236
2,87.39607843137254,68.23529411764706
3,120.78039215686275,63.54117647058823
9,88.70588235294117,54.266666666666666
1,84.53725490196078,55.509803921568626
5,122.30588235294118,75.6156862745098
3,82.09411764705882,29.45098039215686
4,104.48235294117647,78.89019607843137
8,159.61176470588236,93.47843137254903
0,63.97254901960784,34.9921568627451
9,62.16470588235294,27.019607843137255
6,146.13725490196077,83.13333333333334
2,171.8235294117647,45.25098039215686
6,101.61176470588235,56.84313725490196
7,98.91764705882353,51.03529411764706
1,63.51764705882353,45.509803921568626
8,101.1686274509804,69.56862745098039
2,72.37254901960785,50.01176470588236
9,57.431372549019606,30.090196078431372
9,94.44313725490196,57.61960784313725
8,71.97647058823529,48.31372549019608
9,77.68627450980392,48.949019607843134
3,92.05882352941177,67.11764705882354
4,52.07058823529412,35.95294117647059
6,64.90196078431373,39.003921568627455
2,98.99215686274509,43.25098039215686
1,44.70196078431373,34.01960784313726
2,144.27843137254902,77.53333333333333
0,128.06666666666666,95.72941176470589
5,174.42745098039217,97.34509803921569
2,121.70196078431373,95.28627450980392
8,118.52549019607844,86.04705882352941
8,87.92941176470588,62.53333333333333
5,100.54509803921569,52.74901960784314
0,166.45490196078433,35.78823529411765
0,225.98039215686273,51.10980392156863
2,90.52156862745097,49.509803921568626
9,74.3529411764706,56.64313725490196
0,115.64313725490196,84.28627450980392
4,96.73725490196078,56.384313725490195
7,112.77254901960784,77.47058823529412
5,91.64313725490196,62.6078431372549
4,98.82745098039216,56.168627450980395
6,82.6470588235294,61.25098039215686
1,86.3921568627451,70.62745098039215
5,97.87843137254902,62.811764705882354
7,77.56078431372549,31.294117647058822
5,103.55686274509804,73.29019607843138
0,108.95686274509804,77.12156862745098
8,134.58039215686276,86.05490196078432
7,149.04313725490195,72.00784313725491
1,78.45098039215686,59.53333333333333
8,63.95294117647059,45.47450980392157
7,73.85098039215686,49.984313725490196
3,76.25098039215686,46.64313725490196
3,75.41568627450981,41.180392156862744
1,71.62352941176471,18.862745098039216
0,188.4392156862745,78.33725490196079
4,76.89803921568627,55.666666666666664
5,57.43921568627451,45.384313725490195
4,73.88627450980393,55.674509803921566
0,118.5764705882353,66.10588235294118
5,146.68235294117648,86.45490196078431
3,79.31372549019608,42.85098039215686
5,106.3921568627451,79.67843137254901
1,80.65490196078431,56.46666666666667
0,97.71372549019608,51.917647058823526
8,82.31764705882352,64.28627450980392
3,137.48627450980393,70.12156862745098
7,76.01176470588236,54.22352941176471
6,177.41960784313724,80.10196078431373
6,104.72156862745098,55.780392156862746
9,84.3529411764706,52.89411764705882
4,87.6470588235294,59.05882352941177
9,60.30980392156863,43.69803921568627
5,88.2156862745098,48.95294117647059
4,139.99607843137255,66.90588235294118
8,90.90980392156862,64.07058823529412
7,86.70588235294117,63.70980392156863
7,72.88235294117646,53.4156862745098
8,74.6,56.72549019607843
8,200.1450980392157,104.52941176470588
8,128.4470588235294,73.10588235294118
6,156.17254901960786,111.89803921568627
9,77.85882352941177,49.082352941176474
0,116.85098039215686,50.86666666666667
1,82.8078431372549,67.83529411764705
5,108.64313725490196,54.956862745098036
9,158.13333333333333,67.44313725490196
0,149.61960784313726,103.82352941176471
2,62.42745098039216,41.384313725490195
3,63.44705882352941,45.78431372549019
0,106.56862745098039,63.745098039215684
6,102.75294117647059,47.529411764705884
0,108.52549019607844,81.1686274509804
3,158.24705882352941,85.71372549019608
2,118.90196078431373,74.8078431372549
0,127.6,77.42745098039215
6,117.50980392156863,62.85098039215686
0,169.7921568627451,46.01176470588236
0,138.04705882352943,76.50196078431372
7,93.07450980392157,66.97254901960784
1,56.54117647058823,15.976470588235294
3,81.76862745098039,28.066666666666666
9,94.0,52.32156862745098
4,87.6,43.9921568627451
6,68.14509803921568,48.39607843137255
6,97.7843137254902,79.32156862745099
5,64.94509803921568,43.03137254901961
3,103.29411764705883,74.8313725490196
8,135.74117647058824,93.06666666666666
1,59.85098039215686,43.615686274509805
8,71.45098039215686,36.94117647058823
7,64.98823529411764,51.286274509803924
1,79.61176470588235,53.4
3,83.13333333333334,51.24313725490196
6,126.85882352941177,65.03137254901961
3,95.15294117647059,51.35686274509804
3,109.06274509803922,52.70196078431373
2,77.21176470588236,47.29019607843137
3,58.780392156862746,33.78431372549019
2,54.819607843137256,46.11372549019608
7,136.08627450980393,76.25098039215686
2,167.49803921568628,94.04705882352941
3,169.31764705882352,79.01960784313725
7,82.91764705882353,71.5921568627451
5,90.36078431372549,57.003921568627455
5,58.78823529411765,32.247058823529414
